Dimension-1 Parameter,Dimension-1 Value,Dimension-2 Parameter,Dimension-2 Value,MeanFR_NG1_L4_CI_SS_L4_mean,MeanFR_NG2_L4_CI_BC_L4_mean
gL,23.0,gL_1,14.5,0.121875,0.0
gL,24.0,gL_1,0.5,163.80375,169.415
gL,24.0,gL_1,1.5,159.020208333,165.0425
gL,24.0,gL_1,2.5,154.970208333,161.275833333
gL,24.0,gL_1,3.5,148.756875,155.29
gL,24.0,gL_1,4.5,141.259791667,148.075833333
gL,24.0,gL_1,5.5,134.792291666,141.095
gL,24.0,gL_1,6.5,114.067708333,119.135
gL,24.0,gL_1,7.5,58.6808333334,59.9108333334
gL,24.0,gL_1,8.5,29.4677083333,29.3191666667
gL,24.0,gL_1,9.5,0.988333333333,0.0
gL,24.0,gL_1,10.5,0.658958333333,0.0
gL,24.0,gL_1,11.5,0.4375,0.0
gL,24.0,gL_1,12.5,0.287291666667,0.0
gL,24.0,gL_1,13.5,0.191041666667,0.0
gL,24.0,gL_1,14.5,0.121875,0.0
gL,25.0,gL_1,0.5,163.256666667,168.416666667
gL,25.0,gL_1,1.5,159.115,164.6825
gL,25.0,gL_1,2.5,155.6225,161.146666667
gL,25.0,gL_1,3.5,149.688541667,155.494166667
gL,25.0,gL_1,4.5,144.489166667,150.411666667
gL,25.0,gL_1,5.5,136.878333333,142.530833333
gL,25.0,gL_1,6.5,116.751666667,121.1025
gL,25.0,gL_1,7.5,60.0370833334,60.9208333333
gL,25.0,gL_1,8.5,30.5927083333,30.3366666667
gL,25.0,gL_1,9.5,0.988333333333,0.0
gL,25.0,gL_1,10.5,0.658958333333,0.0
gL,25.0,gL_1,11.5,0.4375,0.0
gL,25.0,gL_1,12.5,0.287291666667,0.0
gL,25.0,gL_1,13.5,0.191041666667,0.0
gL,25.0,gL_1,14.5,0.121875,0.0
gL,26.0,gL_1,0.5,163.708958333,168.200833333
gL,26.0,gL_1,1.5,159.674166667,164.473333333
gL,26.0,gL_1,2.5,156.44375,161.399166667
gL,26.0,gL_1,3.5,152.702291667,157.7725
gL,26.0,gL_1,4.5,146.26125,151.619166667
gL,26.0,gL_1,5.5,138.03875,142.981666667
gL,26.0,gL_1,6.5,119.005833333,122.656666667
gL,26.0,gL_1,7.5,61.630625,62.1574999999
gL,26.0,gL_1,8.5,31.2325,30.8491666667
gL,26.0,gL_1,9.5,0.988333333333,0.0
gL,26.0,gL_1,10.5,0.658958333333,0.0
gL,26.0,gL_1,11.5,0.4375,0.0
gL,26.0,gL_1,12.5,0.287291666667,0.0
gL,26.0,gL_1,13.5,0.191041666667,0.0
gL,26.0,gL_1,14.5,0.121875,0.0
gL,27.0,gL_1,0.5,163.880208333,167.685
gL,27.0,gL_1,1.5,159.563958333,163.515833333
gL,27.0,gL_1,2.5,156.2525,160.280833333
gL,27.0,gL_1,3.5,152.416458334,156.828333333
gL,27.0,gL_1,4.5,146.788333333,151.264166667
gL,27.0,gL_1,5.5,141.223333333,145.485
gL,27.0,gL_1,6.5,120.730416667,123.749166667
gL,27.0,gL_1,7.5,63.6697916666,64.0016666667
gL,27.0,gL_1,8.5,32.178125,31.6258333334
gL,27.0,gL_1,9.5,0.988333333333,0.0
gL,27.0,gL_1,10.5,0.658958333333,0.0
gL,27.0,gL_1,11.5,0.4375,0.0
gL,27.0,gL_1,12.5,0.287291666667,0.0
gL,27.0,gL_1,13.5,0.191041666667,0.0
gL,27.0,gL_1,14.5,0.121875,0.0
